WISE3_id,ISO,DESCR,DATEYR,DATEMON,SOLDEP,HORNUM,FAO_90,PHA_90,FAO_74,PHA_74,WRB2006,USCL,USYR,LOCAL,LONDD,LATDD,LONLAT_ACC,LOCAT,KOPPEN,ALTIT,LFORM,POSIT,SLOPE,PARMAT,DRAIN,LANDUS,SOURCE_ID,PITREF,LAB_ID,COUNTRY
"BR0025","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-5.8109999999999999e+01,-9.2797199999999993e+00,"S",,,300,,,,,"W",,"SOTERLAC2","BRmtRM20/P37","XX03","Brazil"
"BR0026","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-5.1180000000000000e+01,-1.0039720000000001e+01,"S",,,450,,,,,"W",,"SOTERLAC2","BRmtRM22/P186","XX03","Brazil"
"BR0027","BR","2",,,130,6,"ACh",,"Ao",,"AC",,,,-6.0319719999999997e+01,-1.3250000000000000e+01,"S",,,480,,,,,"W",,"SOTERLAC2","BRmtRM19/P73","XX03","Brazil"
"BR0028","BR","2",,,100,5,"ACh",,"Ao",,"AC",,,,-5.5359999999999999e+01,-1.6397200000000001e+00,"S",,,90,,,,,"W",,"SOTERLAC2","BRpaRM10/P37","XX03","Brazil"
"BR0029","BR","2",,,160,5,"ACh",,"Ao",,"AC",,,,-5.3549720000000001e+01,-8.8399999999999999e+00,"S",,,400,,,,,"W",,"SOTERLAC2","BRpaRM22/P07","XX03","Brazil"
"BR0030","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-4.9380000000000003e+01,-6.1299999999999999e+00,"S",,,200,,,,,"W",,"SOTERLAC2","BRpaRM4/P7","XX03","Brazil"
"BR0031","BR","2",,,95,5,"ACh",,"Ao",,"AC",,,,-5.7380000000000003e+01,4.1971999999999998e-01,"S",,,250,,,,,"W",,"SOTERLAC2","BRpaRM9/P16","XX03","Brazil"
"BR0032","BR","2",,,105,4,"ACh",,"Ao",,"AC",,,,-5.7500000000000000e+01,5.0000000000000003e-02,"S",,,250,,,,,"W",,"SOTERLAC2","BRpaRM9/P17","XX03","Brazil"
"BR0033","BR","2",,,95,4,"ACh",,"Ao",,"AC",,,,-5.6880000000000003e+01,1.8200000000000001e+00,"S",,,300,,,,,"W",,"SOTERLAC2","BRpaRM9/P20","XX03","Brazil"
"BR0034","BR","2",,,110,5,"ACh",,"Ao",,"AC",,,,-5.6579999999999998e+01,8.2972000000000001e-01,"S",,,250,,,,,"W",,"SOTERLAC2","BRpaRM9/P28","XX03","Brazil"
"BR0035","BR","2",,,155,4,"ACh",,"Ao",,"AC",,,,-5.4719999999999999e+01,-4.0499999999999998e+00,"S",,,180,,,,,"W",,"SOTERLAC2","BRpaBT55/P75","XX03","Brazil"
"BR0036","BR","2",,,160,5,"ACh",,"Ao",,"AC",,,,-6.0250000000000000e+01,-4.8200000000000003e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM17/P26","XX03","Brazil"
"BR0037","BR","2",,,160,7,"ACh",,"Ao",,"AC",,,,-5.5180000000000000e+01,1.8300000000000001e+00,"S",,,200,,,,,"W",,"SOTERLAC2","BRpaRM9/P32","XX03","Brazil"
"BR0038","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-6.7629720000000006e+01,-7.8297200000000000e+00,"S",,,160,,,,,"M",,"SOTERLAC2","BRamRM15/P95","XX03","Brazil"
"BR0039","BR","2",,,168,6,"ACh",,"Ao",,"AC",,,,-6.7599720000000005e+01,-5.9097200000000001e+00,"S",,,140,,,,,"W",,"SOTERLAC2","BRamRM15/P61","XX03","Brazil"
"BR0040","BR","2",,,180,6,"ACh",,"Ao",,"AC",,,,-6.9879720000000006e+01,-5.3200000000000003e+00,"S",,,160,,,,,"W",,"SOTERLAC2","BRamRM15/P51","XX03","Brazil"
"BR0041","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-6.6419719999999998e+01,7.7800000000000002e+00,"S",,,150,,,,,"W",,"SOTERLAC2","BRamRM15/P101","XX03","Brazil"
"BR0042","BR","2",,,150,5,"ACh",,"Ao",,"AC",,,,-6.8750000000000000e+01,-3.7200000000000002e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM14/P71","XX03","Brazil"
"BR0043","BR","2",,,160,5,"ACh",,"Ao",,"AC",,,,-6.0020000000000003e+01,-7.7500000000000000e+00,"S",,,140,,,,,"W",,"SOTERLAC2","BRamRM17/P132","XX03","Brazil"
"BR0044","BR","2",,,160,5,"ACh",,"Ao",,"AC",,,,-6.9569720000000004e+01,-3.1299999999999999e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM14/P61","XX03","Brazil"
"BR0045","BR","2",,,120,4,"ACh",,"Ao",,"AC",,,,-6.7239720000000005e+01,-2.2200000000000002e+00,"S",,,90,,,,,"W",,"SOTERLAC2","BRamRM14/P55","XX03","Brazil"
"BR0046","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-7.3719999999999999e+01,-7.6797199999999997e+00,"S",,,250,,,,,"M",,"SOTERLAC2","BRacRM13/P51","XX03","Brazil"
"BR0047","BR","2",,,110,5,"ACh",,"Ao",,"AC",,,,-6.9319720000000004e+01,-2.5497200000000002e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM14/P43","XX03","Brazil"
"BR0048","BR","2",,,90,5,"ACh",,"Ao",,"AC",,,,-6.1209719999999997e+01,-1.0909720000000000e+01,"S",,,275,,,,,"W",,"SOTERLAC2","BRmtRM16/P183","XX03","Brazil"
"BR0049","BR","2",,,150,4,"ACh",,"Ao",,"AC",,,,-6.5919719999999998e+01,-6.2500000000000000e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM17/P50","XX03","Brazil"
"BR0050","BR","2",,,100,3,"ACh",,"Ao",,"AC",,,,-6.7029719999999998e+01,5.9720000000000002e-02,"S",,,90,,,,,"W",,"SOTERLAC2","BRamRM11/P54","XX03","Brazil"
"BR0051","BR","2",,,160,5,"ACh",,"Ao",,"AC",,,,-6.5419719999999998e+01,-1.2997200000000000e+00,"S",,,90,,,,,"W",,"SOTERLAC2","BRamRM18/P52","XX03","Brazil"
"BR0052","BR","2",,,130,5,"ACh",,"Ao",,"AC",,,,-6.1619720000000001e+01,-1.6200000000000001e+00,"S",,,90,,,,,"W",,"SOTERLAC2","BRamRM18/P69","XX03","Brazil"
"BR0053","BR","2",,,120,4,"ACh",,"Ao",,"AC",,,,-6.8319720000000004e+01,1.5397200000000000e+00,"S",,,180,,,,,"W",,"SOTERLAC2","BRamRM11/P25","XX03","Brazil"
"BR0054","BR","2",,,100,5,"ACh",,"Ao",,"AC",,,,-5.9700000000000003e+01,-1.3997200000000001e+00,"S",,,125,,,,,"W",,"SOTERLAC2","BRamRM10/P10","XX03","Brazil"
"BR0055","BR","2",,,130,4,"ACh",,"Ao",,"AC",,,,-5.2250000000000000e+01,-5.9999999999999998e-01,"S",,,90,,,,,"W",,"SOTERLAC2","BRapRM5/P10","XX03","Brazil"
"BR0056","BR","2",,,120,4,"ACh",,"Ao",,"AC",,,,-5.1729720000000000e+01,2.6699999999999999e+00,"S",,,150,,,,,"W",,"SOTERLAC2","BRapRM6/P11","XX03","Brazil"
"BR0057","BR","2",,,150,5,"ACh",,"Ao",,"AC",,,,-6.8949719999999999e+01,-1.0920000000000000e+01,"S",,,275,,,,,"M",,"SOTERLAC2","BRacRM12/P64","XX03","Brazil"
"BR0058","BR","2",,,150,5,"ACh",,"Ao",,"AC",,,,-4.8399999999999999e+01,-8.1497200000000003e+00,"S",,,280,,,,,"W",,"SOTERLAC2","BRgoRM22/P65","XX03","Brazil"
"BR0059","BR","2",,,93,4,"ACh",,"Ao",,"AC",,,,-6.9120000000000005e+01,-2.9500000000000002e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM14/P45","XX03","Brazil"
"BR0060","BR","2",,,190,3,"ACh",,"Ao",,"AC",,,,,,"-",,,,,,,,"S",,"SOTERLAC2","BRprcnps162","XX03","Brazil"
"BR0061","BR","2",,,155,6,"ACh",,"Ao",,"AC",,,,-7.0069720000000004e+01,-6.9000000000000004e+00,"S",,,170,,,,,"W",,"SOTERLAC2","BRamRM15/P69","XX03","Brazil"
"BR0062","BR","3",,,160,5,"ACh",,"Nd",,"AC","Paleudult","1975","Podzolico Vermelho Amarelo Epialico",-6.0883330000000001e+01,-1.8500000000000001e+00,"M",,"Am",,"SP",,"12","SC4","W",,"LA36-37-18","pr.71,p.291-2; ""Cochrane e.a.1985"" Land System 383","BR03","Brazil"
"BR0063","BR","2",,,170,5,"ACh",,"Ao",,"AC",,,,-6.1680000000000000e+01,2.0497200000000002e+00,"S",,,110,,,,,"W",,"SOTERLAC2","BRrrRM8/P40","XX03","Brazil"
"BR0064","BR","2",,,100,5,"ACh",,"Ao",,"AC",,,,-6.2369720000000001e+01,-9.2500000000000000e+00,"S",,,110,,,,,"W",,"SOTERLAC2","BRroRM16/P96","XX03","Brazil"
"BR0065","BR","3",,,150,4,"ACh",,"Ao",,"AC","Paleudult","1970","Podzolico Vermelho Amarelo Alico",-6.6133330000000001e+01,-8.3666699999999992e+00,"M","Mun.Labrea, Amazonas State","Am",,"LP","UP","2","S","W",,"LA36-37-12","pr.74,p.241-2; ""Cochrane e.a.1985"" Land System 361","BR04","Brazil"
"BR0066","BR","2",,,115,5,"ACh",,"Ao",,"AC",,,,-6.0009720000000002e+01,1.8897200000000001e+00,"S",,,150,,,,,"M",,"SOTERLAC2","BRrrRM8/P53","XX03","Brazil"
"BR0067","BR","2",,,110,5,"ACh",,"Ao",,"AC",,,,-6.3680000000000000e+01,2.8297200000000000e+00,"S",,,1000,,,,,"W",,"SOTERLAC2","BRrrRM8/P29","XX03","Brazil"
"BR0068","BR","3",,,150,6,"ACp",,"Ap",,"AC","Plinthudult","1970","Podzolico Vermelho Amarelo Alico",-6.7216669999999993e+01,-8.9499999999999993e+00,"M","Boca do Acre, Amazonas State","Am",,"LP",,"3","S","M",,"LA36-37-12","pr.77, p.243; ""Cochrane e.a.1985"" Land System 367","BR04","Brazil"
"BR0069","BR","2",,,70,5,"ACp",,"Ap",,"AC",,,,-5.7719999999999999e+01,-1.5397200000000000e+00,"S",,,120,,,,,"M",,"SOTERLAC2","BRpaRM10/P21","XX03","Brazil"
"BR0070","BR","2",,,180,5,"ACp",,"Ap",,"AC",,,,-5.1909720000000000e+01,-3.0997200000000000e+00,"S",,,150,,,,,"M",,"SOTERLAC2","BRpaBT55/P10","XX03","Brazil"
"BR0071","BR","2",,,120,5,"ACp",,"Ap",,"AC",,,,-6.2200000000000003e+01,-3.4500000000000002e+00,"S",,,90,,,,,"M",,"SOTERLAC2","BRamRM18/P120","XX03","Brazil"
"BR0072","BR","2",,,170,4,"ACp",,"Ap",,"AC",,,,-6.6519720000000007e+01,-3.3999999999999999e+00,"S",,,100,,,,,"M",,"SOTERLAC2","BRamRM14/P78","XX03","Brazil"
"BR0073","BR","2",,,180,5,"ACp",,"Ap",,"AC",,,,-6.8120000000000005e+01,-1.6200000000000001e+00,"S",,,90,,,,,"M",,"SOTERLAC2","BRamRM14/P29","XX03","Brazil"
"BR0074","BR","3",,,150,6,"ACp",,"Ap",,"AC","Plinthudult","1975","Podzolico Vermelho Amarelo Alico Plintico",-6.3616669999999999e+01,-2.9333300000000002e+00,"M","Mun.Codajas, Amazonas State","Af",,"LP",,"1","S","M",,"LA36-37-18","pr.88, p.295; ""Cochrane e.a.1985"" Land System 389","BR03","Brazil"
"BR0075","BR","2",,,150,5,"ACp",,"Ap",,"AC",,,,-6.3380000000000003e+01,-5.9000000000000004e+00,"S",,,100,,,,,"M",,"SOTERLAC2","BRamRM17/P37","XX03","Brazil"
"BR0076","BR","2",,,140,6,"ACp",,"Ap",,"AC",,,,-6.7209720000000004e+01,-8.9497199999999992e+00,"S",,,230,,,,,"M",,"SOTERLAC2","BRamRM12/P77","XX03","Brazil"
"BR0077","BR","2",,,160,4,"ACp",,"Ap",,"AC",,,,-6.0149999999999999e+01,-1.4310000000000000e+01,"S",,,240,,,,,"P",,"SOTERLAC2","BRmtRM19/P89","XX03","Brazil"
"BR0078","BR","2",,,150,4,"ACp",,"Ap",,"AC",,,,-6.6040000000000006e+01,-8.3697199999999992e+00,"S",,,170,,,,,"M",,"SOTERLAC2","BRamRM12/P74","XX03","Brazil"
"BR0079","BR","2",,,160,5,"ACp",,"Ap",,"AC",,,,-6.4120000000000005e+01,-6.2971999999999995e-01,"S",,,85,,,,,"M",,"SOTERLAC2","BRamRM18/P17","XX03","Brazil"
"BR0080","BR","3",,,180,5,"ACp",,"Ap",,"AC","Plinthudult","1975","Podzolico Vermelho Amarelo Alico Plintico",-6.8116669999999999e+01,-1.6166700000000001e+00,"M","Mun.Japura, Amazonas State","Af",,"LP",,"2","S","M",,"LA36-37-14","pr.29,p.222-3;""Cochrane e.a.1985"" Land System 225","BR02","Brazil"
"BR0081","BR","2",,,150,5,"ACp",,"Ap",,"AC",,,,-6.4669719999999998e+01,-3.5297200000000002e+00,"S",,,100,,,,,"M",,"SOTERLAC2","BRamBdP19/P6","XX03","Brazil"
"BR0082","BR","2",,,100,5,"ACp",,"Ap",,"AC",,,,-5.1799720000000001e+01,-4.0000000000000002e-01,"S",,,80,,,,,"M",,"SOTERLAC2","BRapRM5/P11","XX03","Brazil"
"BR0083","BR","2",,,170,6,"ACp",,"Ap",,"AC",,,,-6.7769720000000007e+01,-5.1299999999999999e+00,"S",,,100,,,,,"M",,"SOTERLAC2","BRamRM15/P60","XX03","Brazil"
"BR0084","BR","2",,,160,5,"ACp",,"Ap",,"AC",,,,-6.9779719999999998e+01,-4.1197200000000000e+00,"S",,,90,,,,,"M",,"SOTERLAC2","BRamRM15/P18","XX03","Brazil"
"BR0085","BR","2",,,153,7,"ACp",,"Ap",,"AC",,,,-6.3619720000000001e+01,-2.9300000000000002e+00,"S",,,80,,,,,"M",,"SOTERLAC2","BRamRM18/P88","XX03","Brazil"
"BR0086","BR","2",,,180,5,"ACu",,"Ah",,"AC",,,,-5.4939720000000001e+01,-9.0099999999999998e+00,"S",,,480,,,,,"W",,"SOTERLAC2","BRmtRM20/P95","XX03","Brazil"
"BR0087","BR","2",,,120,4,"ACu",,"Ah",,"AC",,,,-6.2250000000000000e+01,2.7697200000000000e+00,"S",,,500,,,,,"W",,"SOTERLAC2","BRrrRM8/P35","XX03","Brazil"
"BR0088","BR","3",,,160,6,"ACu",,"Ah",,"AC","Paleudult","1970","Podzolico Vermelho Amarelo Alico",-6.6933329999999998e+01,-9.1833299999999998e+00,"M","Mun.Labrea, Amazonas State","Am",,"LP",,"3","UF","W","U","LA36-37-12","pr.79,p.243-4; ""Cochrane e.a.1985"" Land System 333","BR04","Brazil"
"BR0089","BR","2",,,120,4,"ACu",,"Ah",,"AC",,,,-5.6299720000000001e+01,-9.8697199999999992e+00,"S",,,330,,,,,"W",,"SOTERLAC2","BRmtRM20/P87","XX03","Brazil"
"BR0090","BR","2",,,90,5,"ALf",,"Af",,"AL",,,,-7.2150000000000006e+01,-4.8799999999999999e+00,"S",,,150,,,,,"M",,"SOTERLAC2","BRamRM13/P02","XX03","Brazil"
"BR0091","BR","2",,,140,6,"ALf",,"Af",,"AL",,,,-6.8000000000000000e+01,-9.8000000000000007e+00,"S",,,210,,,,,"M",,"SOTERLAC2","BRacRM12/P44","XX03","Brazil"
"BR0092","BR","2",,,140,5,"ALf",,"Af",,"AL",,,,-7.2120000000000005e+01,-8.3197200000000002e+00,"S",,,150,,,,,"M",,"SOTERLAC2","BRacRM13/P62","XX03","Brazil"
"BR0093","BR","2",,,170,2,"ARa",,"Qa",,"AR",,,,-6.7029719999999998e+01,-7.7971999999999997e-01,"S",,,120,,,,,"P",,"SOTERLAC2","BRamRM14/P16","XX03","Brazil"
"BR0094","BR","2",,,150,3,"ARa",,"Qa",,"AR",,,,-6.8430000000000007e+01,1.0297200000000000e+00,"S",,,130,,,,,"P",,"SOTERLAC2","BRamRM11/P28","XX03","Brazil"
"BR0095","BR","2",,,180,3,"ARa",,"Qa",,"AR",,,,-6.8449719999999999e+01,7.1999999999999997e-01,"S",,,125,,,,,"P",,"SOTERLAC2","BRamRM11/P39","XX03","Brazil"
"BR0096","BR","2",,,85,5,"ARg",,"Qc",,"AR",,,,-6.1180000000000000e+01,-8.5797200000000000e+00,"S",,,125,,,,,"I",,"SOTERLAC2","BRamRM16/P41","XX03","Brazil"
"BR0097","BR","2",,,120,4,"ARh",,"Qc",,"AR",,,,-6.1259720000000002e+01,-1.2260000000000000e+01,"S",,,450,,,,,"E",,"SOTERLAC2","BRroRM19/P41","XX03","Brazil"
"BR0098","BR","2",,,105,3,"ARh",,"Qc",,"AR",,,,-4.2250000000000000e+01,-4.8697200000000000e+00,"S",,,130,,,,,"M",,"SOTERLAC2","BRpiRM2/P30","XX03","Brazil"
"BR0099","BR","2",,,160,3,"ARo",,"Qf",,"AR",,,,-4.3200000000000003e+01,-4.9297199999999997e+00,"S",,,180,,,,,"E",,"SOTERLAC2","BRmaRM2/P15","XX03","Brazil"
"BR0100","BR","2",,,160,5,"ARo",,"Qf",,"AR",,,,-4.8329999999999998e+01,-8.4497199999999992e+00,"S",,,300,,,,,"E",,"SOTERLAC2","BRgoRM22/P64","XX03","Brazil"
"BR0101","BR","3",,,150,6,"ARo",,"Qf",,"AR","Quartzipsamment","1970","Areias Quartzosas",-6.1333329999999997e+01,-1.8333299999999999e+00,"M","Roraima Territory","Aw",,"LP",,"1","U","P",,"LA36-37-8","pr.54,p.257-8; ""Cochrane e.a.1985"" Land System 251","BR01","Brazil"
"BR0102","BR","2",,,180,4,"ARo",,"Qf",,"AR",,,,-4.1630000000000003e+01,-6.7500000000000000e+00,"S",,,320,,,,,"E",,"SOTERLAC2","BRpiRM2/P27","XX03","Brazil"
"BR0103","BR","1",,,400,9,"ATf",,"Be",,"AT","Plagganthrept",,,-5.4950000000000003e+01,-2.6000000000000001e+00,"S","Para Province, Belterra (Santarem)","Am",60,,,"1",,"W",,"ISIS-2005","BR012_ISIS5","NL01","Brazil"
"BR0104","BR","2",,,80,5,"CMd",,"Bd",,"CM",,,,-7.1680000000000007e+01,-5.4697199999999997e+00,"S",,,160,,,,,"W",,"SOTERLAC2","BRamRM15/P46","XX03","Brazil"
"BR0105","BR","2",,,100,7,"CMe",,"Be",,"CM",,,,-6.9129720000000006e+01,-9.6300000000000008e+00,"S",,,300,,,,,"W",,"SOTERLAC2","BRacRM12/P14","XX03","Brazil"
"BR0106","BR","3",,,100,6,"CMe",,"Be",,"CM","Typic Eutropept","1970","Cambissolo Eutrofico",-7.1133330000000001e+01,-9.6333300000000008e+00,"M","Mun.Tarauaca, Acre State","Am",,"SP","UP","45","SC2","W",,"LA36-37-12","pr.14,p.252-3; 'Cochrane e.a.1985"" Land System 373","BR04","Brazil"
"BR0107","BR","2",,,105,6,"CMe",,"Be",,"CM",,,,-7.1669719999999998e+01,-9.6300000000000008e+00,"S",,,220,,,,,"M",,"SOTERLAC2","BRacRM12/P13","XX03","Brazil"
"BR0108","BR","2",,,100,4,"CMg",,"Bg",,"CM",,,,-6.1069719999999997e+01,-1.1880000000000001e+01,"S",,,320,,,,,"I",,"SOTERLAC2","BRroRM16/P211","XX03","Brazil"
"BR0109","BR","2",,,85,5,"CMo",,"Bf",,"CM",,,,-5.7169719999999998e+01,-8.1699999999999999e+00,"S",,,330,,,,,"E",,"SOTERLAC2","BRpaRM20/P06","XX03","Brazil"
"BR0110","BR","2",,,160,5,"CMo",,"Bf",,"CM",,,,-5.6750000000000000e+01,-1.0720000000000001e+01,"S",,,300,,,,,"I",,"SOTERLAC2","BRmtRM20/P178","XX03","Brazil"
"BR0111","BR","2",,,160,5,"CMo",,"Bf",,"CM",,,,-7.1299999999999997e+01,-4.4697199999999997e+00,"S",,,140,,,,,"W",,"SOTERLAC2","BRamRM15/P06","XX03","Brazil"
"BR0112","BR","2",,,83,5,"CMo",,"Bf",,"CM",,,,-4.8939720000000001e+01,-5.4000000000000004e+00,"S",,,280,,,,,"W",,"SOTERLAC2","BRpaRM4/P19","XX03","Brazil"
"BR0113","BR","2",,,120,5,"CMo",,"Bf",,"CM",,,,-6.1159720000000000e+01,4.4297199999999997e+00,"S",,,0,,,,,"W",,"SOTERLAC2","BRrrRM8/P5","XX03","Brazil"
"BR0114","BR","2",,,50,2,"CMo",,"Bf",,"CM",,,,,,"-",,,,,,,,"W",,"SOTERLAC2","BRprcnps118","XX03","Brazil"
"BR0115","BR","3",,,170,6,"CMo",,"Bf",,"CM","Oxic Dystropept","1970","Cambisolo Alico",-6.8200000000000003e+01,-9.6500000000000004e+00,"M","Mun.Rio Branco, Acre State","Am",,"LP",,"1","U","W",,"LA36-37-12","pr.38,p.256-7; ""Cochrane e.a.1985"" Land System 368","BR04","Brazil"
"BR0116","BR","2",,,110,5,"CMo",,"Bf",,"CM",,,,-5.5630000000000003e+01,1.2000000000000000e+00,"S",,,250,,,,,"W",,"SOTERLAC2","BRpaRM9/P25","XX03","Brazil"
"BR0117","BR","2",,,120,5,"CMo",,"Bf",,"CM",,,,-7.3779719999999998e+01,-7.4497200000000001e+00,"S",,,,,,,,"W",,"SOTERLAC2","BRacRM13/P33","XX03","Brazil"
"BR0118","BR","2",,,170,5,"CMo",,"Bf",,"CM",,,,-6.7699719999999999e+01,-9.0899999999999999e+00,"S",,,240,,,,,"W",,"SOTERLAC2","BRamRM12/P38","XX03","Brazil"
"BR0119","BR","2",,,200,6,"CMo",,"Bf",,"CM",,,,-6.6239720000000005e+01,-9.7397200000000002e+00,"S",,,270,,,,,"W",,"SOTERLAC2","BRacRM12/P86","XX03","Brazil"
"BR0120","BR","2",,,160,7,"CMo",,"Bf",,"CM",,,,-6.6699719999999999e+01,-9.0199999999999996e+00,"S",,,175,,,,,"M",,"SOTERLAC2","BRamRM12/P78","XX03","Brazil"
"BR0121","BR","2",,,150,3,"CMu",,"Bh",,"UM",,,,,,"-",,,,,,,,"W",,"SOTERLAC2","BRprcnps179","XX03","Brazil"
"BR0122","BR","2",,,66,3,"CMx",,"Bc",,"CM",,,,-4.8500000000000000e+01,-7.7697200000000004e+00,"S",,,350,,,,,"M",,"SOTERLAC2","BRgoRM4/P22","XX03","Brazil"
"BR0123","BR","2",,,60,4,"CMx",,"Bc",,"CM",,,,-5.8599719999999998e+01,-1.1039720000000001e+01,"S",,,335,,,,,"W",,"SOTERLAC2","BRmtRM20/P199","XX03","Brazil"
"BR0124","BR","3",,,120,4,"FLd",,"Jd",,"FL","Fluvaquent","1975","Gley Poco Humido Distrofico",-6.8616669999999999e+01,1.4166700000000001e+00,"M","Sao Gabriel, Amazonas State","Af",,"LV",,"1","UF","P",,"LA36-37-11","pr.26,p.228-9;""Cochrane e.a.1985"" Land System 223","BR01","Brazil"
"BR0125","BR","2",,,140,4,"FLd",,"Jd",,"FL",,,,-6.8569720000000004e+01,-2.0297200000000002e+00,"S",,,85,,,,,"P",,"SOTERLAC2","BRamRM14/P46","XX03","Brazil"
"BR0126","BR","2",,,120,4,"FLd",,"Jd",,"FL",,,,-7.0419719999999998e+01,-4.1500000000000004e+00,"S",,,100,,,,,"P",,"SOTERLAC2","BRamRM15/P11","XX03","Brazil"
"BR0127","BR","2",,,170,3,"FLd",,"Jd",,"FL",,,,-6.3319719999999997e+01,-8.2500000000000000e+00,"S",,,110,,,,,"M",,"SOTERLAC2","BRroRM16/P13","XX03","Brazil"
"BR0128","BR","2",,,190,5,"FLd",,"Jd",,"FL",,,,-4.8899999999999999e+01,-1.1000000000000001e+00,"S",,,4,,,,,"I",,"SOTERLAC2","BRpaRM5/P23","XX03","Brazil"
"BR0129","BR","2",,,160,5,"FLd",,"Jd",,"FL",,,,-6.1099719999999998e+01,-1.3479720000000000e+01,"S",,,215,,,,,"M",,"SOTERLAC2","BRroRM19/P58","XX03","Brazil"
"BR0130","BR","2",,,160,4,"FLe",,"Je",,"FL",,,,-6.1469999999999999e+01,-3.6699999999999999e+00,"S",,,80,,,,,"P",,"SOTERLAC2","BRamRM18/P124","XX03","Brazil"
"BR0131","BR","2",,,100,4,"FLe",,"Je",,"FL",,,,-6.2719999999999999e+01,-4.8399999999999999e+00,"S",,,100,,,,,"M",,"SOTERLAC2","BRamRM17/P14","XX03","Brazil"
"BR0132","BR","3",,,170,5,"FRg",,"Fa",,"FR","Acrorthox","1975","Latossolo Amarelo Distrofico",-5.7450000000000003e+01,-3.3166699999999998e+00,"M","Mun.Barreirinho, Amazonas State","Am",,"LP",,"0","SC3","W",,"LA36-37-10","pr.49,p.225-6; ""Cochrane e.a.1985"" Land System 328","BR03","Brazil"
"BR0133","BR","3",,,160,4,"FRg",,"Fa",,"FR","Acrustox","1975","Latossolo Amarelo Alico",-6.0100000000000001e+01,-2.8833299999999999e+00,"M","Mun.Manaus, Amazonas State","Am",,"LP","MS","4","SC2","W",,"LA36-37-18","pr.105, p.277; ""Cochrane e.a.1985"" Land System 348","BR03","Brazil"
"BR0134","BR","3",,,160,6,"FRg",,"Fa",,"FR","Acrorthox","1975","Latossolo Vermelho Amarelo Epialico",-6.0850000000000001e+01,-3.1667000000000001e-01,"M","Mun.Caracarai, Roraima Territory","Am",,"LP",,"4",,"W",,"LA36-37-18","pr.35, p.281; ""Cochrane e.a.1985"" Land System 385","BR03","Brazil"
"BR0135","BR","2",,,110,3,"FRh",,"Fo",,"FR",,,,-6.9349720000000005e+01,2.9999999999999999e-01,"S",,,120,,,,,"W",,"SOTERLAC2","BRamRM11/P15","XX03","Brazil"
"BR0136","BR","2",,,130,4,"FRh",,"Fo",,"FR",,,,-6.6079999999999998e+01,-2.5397200000000000e+00,"S",,,100,,,,,"W",,"SOTERLAC2","BRamRM14/P58","XX03","Brazil"
"BR0137","BR","2",,,160,5,"FRh",,"Fo",,"FR",,,,-6.3130000000000003e+01,3.5497200000000002e+00,"S",,,600,,,,,"W",,"SOTERLAC2","BRrrRM8/P15","XX03","Brazil"
"BR0138","BR","2",,,160,6,"FRh",,"Fo",,"FR",,,,-6.3419719999999998e+01,2.5797200000000000e+00,"S",,,950,,,,,"W",,"SOTERLAC2","BRrrRM8/P34","XX03","Brazil"
"BR0139","BR","2",,,200,5,"FRh",,"Fo",,"FR",,,,-6.6699719999999999e+01,-8.0397200000000009e+00,"S",,,250,,,,,"W",,"SOTERLAC2","BRroRM12/P87","XX03","Brazil"
"BR0140","BR","2",,,170,6,"FRh",,"Fo",,"FR",,,,-6.0180000000000000e+01,-1.3810000000000000e+01,"S",,,300,,,,,"S",,"SOTERLAC2","BRmtRM19/P81","XX03","Brazil"
"BR0141","BR","2",,,160,4,"FRh",,"Fo",,"FR",,,,-5.8919719999999998e+01,-8.9299999999999997e+00,"S",,,300,,,,,"S",,"SOTERLAC2","BRmtRM20/P05","XX03","Brazil"
"BR0142","BR","2",,,120,5,"FRh",,"Fo",,"FR",,,,-5.9349719999999998e+01,-1.0920000000000000e+01,"S",,,350,,,,,"W",,"SOTERLAC2","BRmtRM20/P132","XX03","Brazil"
"BR0143","BR","2",,,165,6,"FRh",,"Fo",,"FR",,,,-6.5099720000000005e+01,6.9999999999999996e-01,"S",,,115,,,,,"W",,"SOTERLAC2","BRamRM8/P60","XX03","Brazil"
"BR0144","BR","2",,,170,5,"FRh",,"Fo",,"FR",,,,-6.4169719999999998e+01,-9.8197200000000002e+00,"S",,,145,,,,,"W",,"SOTERLAC2","BRroRM16/P76","XX03","Brazil"
"BR0145","BR","2",,,170,5,"FRh",,"Fo",,"FR",,,,-6.7459720000000004e+01,-1.0319720000000000e+01,"S",,,275,,,,,"W",,"SOTERLAC2","BRacRM12/P89","XX03","Brazil"
